name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
alandur,2023-08-21,95,82.7,87.8,116.1,92.5,102.5,79.1,76.2,0,0,0,rain,0,0,24.2,12.7,168,1005.5,38.9,3.8,244.9,21,9,60,2023-08-21T05:57:30,2023-08-21T18:27:21,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999,AUKJ"
alandur,2023-08-22,92,80.6,86.2,114.4,88.1,101.7,80.2,82.5,0.043,100,8.33,rain,0,0,17.7,10.3,199.4,1005.9,52.8,3.2,224.2,19.1,9,60,2023-08-22T05:57:35,2023-08-22T18:26:47,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-08-23,93.2,77,84.9,113.5,77,96.7,78.9,82.8,2.617,100,8.33,rain,0,0,25.7,15,222.3,1006.2,61.8,2.9,239.5,20.7,8,60,2023-08-23T05:57:39,2023-08-23T18:26:12,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-08-24,93.2,75.2,83.9,113.5,75.2,94.8,78.7,85,2.407,100,12.5,rain,0,0,23,44.9,192.8,1006,69.2,2.9,273.1,23.5,9,60,2023-08-24T05:57:43,2023-08-24T18:25:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-08-25,95,81.5,87.2,116.1,89.7,101.1,78.9,77.3,0,0,0,rain,0,0,26.4,11.4,202.1,1005.9,40.7,3.6,250,21.5,9,75,2023-08-25T05:57:47,2023-08-25T18:25:00,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,43278099999,43277099999"
alandur,2023-08-26,95.4,81.8,87.2,117.1,90.3,102.3,79.6,78.9,0,0,0,,0,0,27.1,11.4,212.2,1007.3,52.2,3.5,209.4,18.1,8,60,2023-08-26T05:57:51,2023-08-26T18:24:23,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-08-27,91.6,76.8,84.8,110.9,76.8,96.4,78.4,81.7,0.214,100,4.17,rain,0,0,17,11.4,239.2,1008,85.6,3,134.5,11.6,4,30,2023-08-27T05:57:54,2023-08-27T18:23:46,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999,AUKJ"
alandur,2023-08-28,96.8,80.6,87.4,115.3,86.2,101.1,78.6,76.1,0,0,0,,0,0,24.6,16.1,230.2,1006.7,59.3,3.6,99.2,8.7,4,60,2023-08-28T05:57:57,2023-08-28T18:23:08,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-08-29,95,75.2,85.5,116.1,75.2,97.7,78.7,80.9,1.15,100,4.17,rain,0,0,25.9,11.4,270.5,1006.3,73,3.4,201,17.4,8,75,2023-08-29T05:57:59,2023-08-29T18:22:30,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-08-30,95,80.2,86.7,116.1,85.5,98.4,77.2,73.9,0,0,0,rain,0,0,15.7,16.1,286,1006.6,39.5,3.5,253.1,21.9,10,60,2023-08-30T05:58:02,2023-08-30T18:21:51,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-08-31,96.8,78.8,86,119.7,78.8,96,76.4,73.8,0.001,100,4.17,rain,0,0,17.2,13.9,256.7,1006.5,56.2,3.5,180,15.6,8,60,2023-08-31T05:58:04,2023-08-31T18:21:12,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-01,95,80.4,86.7,112.5,86.2,98.8,77.8,75.7,0,0,0,rain,0,0,22.1,12.8,215.4,1006.8,35.4,4,304.2,26.2,10,60,2023-09-01T05:58:06,2023-09-01T18:20:33,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-02,96.8,78.8,86.6,118.6,78.8,100.2,78.9,78.7,0.615,100,4.17,rain,0,0,31.8,13.9,226.4,1005.9,66.9,3.3,268.3,23.1,10,60,2023-09-02T05:58:08,2023-09-02T18:19:53,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-03,94.1,76.9,84.1,110.4,76.9,92.8,77,80.3,0.397,100,8.33,rain,0,0,17.7,13.9,267.9,1004.6,70.2,2.9,217.8,18.9,9,30,2023-09-03T05:58:09,2023-09-03T18:19:13,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-04,87.8,78.8,83.1,102.4,78.8,90.9,76.9,82.3,0.004,100,4.17,rain,0,0,25.9,12.7,261.4,1003.2,89.6,3.1,194.8,16.9,8,30,2023-09-04T05:58:10,2023-09-04T18:18:33,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999,AUKJ,43277099999"
alandur,2023-09-05,86,80.6,83.3,97.2,85.6,91,75.1,76.4,0.017,100,8.33,rain,0,0,28.2,16.1,269,1003.3,90.4,2.8,39.1,3.3,2,10,2023-09-05T05:58:11,2023-09-05T18:17:52,0.67,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999,AUKJ"
alandur,2023-09-06,93.2,80.3,86,110.4,85.4,96.8,76.9,75.1,0,0,0,rain,0,0,28.6,13.8,234.7,1003.9,82.2,3.3,149.1,12.9,7,30,2023-09-06T05:58:12,2023-09-06T18:17:11,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-07,93.5,76.2,85.5,110.4,76.2,95.4,76.9,76.5,2.19,100,12.5,rain,0,0,25.7,13.9,244.8,1005.2,70.4,3.4,145.2,12.6,8,30,2023-09-07T05:58:13,2023-09-07T18:16:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-08,95,77,85.9,112.8,77,96.3,78,78.7,0.087,100,4.17,rain,0,0,26.2,11.4,230.8,1005.9,53.6,3.6,243.5,21.1,9,60,2023-09-08T05:58:14,2023-09-08T18:15:48,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-09,95,81.5,87.1,112.8,88.6,99.1,77.7,74.6,0.031,100,4.17,rain,0,0,27.1,14.9,217.7,1005.2,48.7,3.7,234,20.2,10,60,2023-09-09T05:58:14,2023-09-09T18:15:06,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-10,93.2,82.3,86.3,110.4,89.3,98,77.5,75.8,0,0,0,rain,0,0,26.6,16.1,241.2,1004.7,72.1,3.7,155.8,13.4,8,60,2023-09-10T05:58:15,2023-09-10T18:14:24,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-11,93.7,83.3,87.5,110.4,92.8,99.8,77.5,73.1,0,0,0,,0,0,22.6,14.9,242.2,1004.9,78.8,3.6,227.3,19.7,9,60,2023-09-11T05:58:15,2023-09-11T18:13:42,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-12,95.3,82.4,87.3,110,90.5,98.4,76.6,71.4,0,0,0,rain,0,0,25.7,17.2,255.6,1005.3,68.2,3.8,185.5,16,9,60,2023-09-12T05:58:15,2023-09-12T18:12:59,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-13,95,77,85.6,110,77,94.8,76.5,75.8,0.272,100,8.33,rain,0,0,28.9,17.2,244.7,1005.4,61.8,3.9,226.4,19.5,9,30,2023-09-13T05:58:16,2023-09-13T18:12:17,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-14,95,79.7,85.6,112.8,79.7,95.4,77.1,77.1,0.246,100,12.5,rain,0,0,27.3,13.8,246.6,1005.5,76.3,3.1,218.6,19,9,60,2023-09-14T05:58:16,2023-09-14T18:11:34,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-15,95,79.8,86.9,112.8,79.8,99,78,75.8,0.026,100,12.5,rain,0,0,27.7,14.9,229.1,1005.8,56,3.4,198.2,16.9,9,60,2023-09-15T05:58:16,2023-09-15T18:10:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-16,95,77,85,112.8,77,94.9,77.7,80.1,1.214,100,8.33,rain,0,0,21.7,13.8,222.7,1006.6,76.3,3.4,157.9,13.5,7,30,2023-09-16T05:58:16,2023-09-16T18:10:08,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-17,92.6,77,82.8,114.4,77,90.6,77.4,84.6,0.235,100,8.33,rain,0,0,24.6,13.8,240.3,1006,70.8,3.3,183.1,15.8,7,30,2023-09-17T05:58:16,2023-09-17T18:09:25,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-18,95,78.8,84.4,112.8,78.8,94,77.6,81,0.191,100,12.5,rain,0,0,31.1,14.9,237.9,1005.6,70.9,3.3,197.2,17,9,60,2023-09-18T05:58:16,2023-09-18T18:08:42,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-19,95,78.4,86,110,78.4,96.4,77.4,76.7,0.033,100,4.17,rain,0,0,26.4,12.8,242.8,1007,52.2,3.5,250.2,21.5,9,60,2023-09-19T05:58:16,2023-09-19T18:08:00,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-20,96.8,82,87.7,115.3,89.6,101,78.2,74.5,0.007,100,4.17,rain,0,0,24.8,11.4,256.9,1007.2,54.8,3.6,223.2,19.3,9,30,2023-09-20T05:58:16,2023-09-20T18:07:17,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-21,91.7,78,84.9,110.9,78,95.8,78.1,80.7,0.766,100,8.33,rain,0,0,23.9,11.4,242.5,1008.1,68.4,3.4,227.9,19.7,8,60,2023-09-21T05:58:16,2023-09-21T18:06:34,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-22,93.8,82,86.9,117.1,91.7,101.9,79.8,79.9,0,0,0,rain,0,0,24.8,11.4,199.9,1007.6,42.6,3.7,256.3,22.2,10,60,2023-09-22T05:58:17,2023-09-22T18:05:51,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-23,93.2,76.8,85.4,117.1,76.8,97.8,78.7,81,0.155,100,8.33,rain,0,0,28.9,17.2,222.5,1007.7,56.1,3.3,265.3,22.9,10,60,2023-09-23T05:58:17,2023-09-23T18:05:08,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-24,96.8,76.9,85,118.6,76.9,94.8,77.8,80.2,0.64,100,12.5,rain,0,0,21.7,13.9,263,1007.2,55.8,3.7,294.5,25.5,10,75,2023-09-24T05:58:18,2023-09-24T18:04:26,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-25,95,75.2,84.5,119.7,75.2,94.9,77.7,80.9,0.308,100,4.17,rain,0,0,23,11.4,263.9,1006.3,53.7,3.2,276.4,23.7,10,60,2023-09-25T05:58:18,2023-09-25T18:03:43,0.36,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-26,93.2,78.8,84.6,113.5,78.8,94.4,77.6,80.1,0.058,100,12.5,rain,0,0,22.6,13.9,250.6,1006.3,68.9,3.2,266,23,10,60,2023-09-26T05:58:19,2023-09-26T18:03:01,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-27,95,78.8,84.7,116.1,78.8,94.7,78,81.2,0.343,100,12.5,rain,0,0,23.5,9.2,259.8,1006.3,70,3.3,253,21.8,10,60,2023-09-27T05:58:20,2023-09-27T18:02:19,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-28,93.2,78.2,85.6,110.4,78.2,96,77.6,77.9,0.016,100,8.33,rain,0,0,28.9,17.2,244.2,1005.8,55,3.3,222.5,19.1,10,60,2023-09-28T05:58:21,2023-09-28T18:01:37,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-29,95,77,84.1,112.8,77,91.7,77,80.6,2.177,100,8.33,rain,0,0,25.7,13.8,250.2,1006.1,64.2,3.4,234.8,20.2,10,60,2023-09-29T05:58:23,2023-09-29T18:00:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-09-30,95,79.3,85.9,110.4,79.3,97.3,78.5,79.8,0,0,0,rain,0,0,26.2,11.4,223,1006.9,59.4,3.5,205.5,17.7,9,60,2023-09-30T05:58:24,2023-09-30T18:00:14,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-01,95,81.1,86.7,110.4,88,99.1,78,76.3,0.001,100,4.17,rain,0,0,27.7,15,229,1006.5,49.5,3.7,201.8,17.2,10,60,2023-10-01T05:58:26,2023-10-01T17:59:32,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-02,95,80.9,87.3,110.4,87.4,100,78.1,75.3,0,0,0,,0,0,25.5,16.1,226.9,1006.8,38.2,3.5,241.9,20.8,9,60,2023-10-02T05:58:28,2023-10-02T17:58:51,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-03,95.3,80.6,87.5,116.1,88.1,100.7,78.5,75.9,0.118,100,4.17,rain,0,0,26.6,13.8,234.8,1007.3,50.7,3.4,193.9,16.7,9,60,2023-10-03T05:58:30,2023-10-03T17:58:11,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-04,96.8,81.5,87.5,118.6,89.3,102.6,79.6,78.2,0,0,0,rain,0,0,27.3,11.4,223.5,1007.8,53.1,3.3,209.5,18.2,9,30,2023-10-04T05:58:33,2023-10-04T17:57:31,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-05,96.8,78.8,86.5,118.6,78.8,99.9,79.1,79.6,0.385,100,8.33,rain,0,0,21.3,9.2,247.8,1007.6,69.7,3,201.6,17.3,8,30,2023-10-05T05:58:36,2023-10-05T17:56:51,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-06,93.2,79.8,84.6,113.5,79.8,96.3,78.7,83,0.182,100,12.5,rain,0,0,23,14.9,216.9,1007,69.9,2.8,214,18.3,9,30,2023-10-06T05:58:39,2023-10-06T17:56:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-07,95,81.8,86.2,119.7,90.3,101.2,80.1,82.8,0.007,100,4.17,rain,0,0,17.7,11.4,186.8,1007.6,53.7,3,208.3,17.8,9,30,2023-10-07T05:58:42,2023-10-07T17:55:32,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-08,93.2,81.6,86.1,114.4,90.6,101.1,80.2,83.3,0,0,0,,0,0,16.1,11.4,182.3,1009.3,37.8,3.4,281.8,24.3,9,60,2023-10-08T05:58:46,2023-10-08T17:54:54,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-09,93.2,82.1,86.4,114.4,92,101.3,79.9,81.6,0,0,0,rain,0,0,18.3,12.7,190.6,1010.6,57.4,3.3,260.9,22.5,10,60,2023-10-09T05:58:51,2023-10-09T17:54:16,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-10,93.2,82.4,86.4,117.1,92.4,101.5,80,81.7,0.022,100,4.17,rain,0,0,18.8,9.2,189,1010,64.6,3,227.5,19.7,9,60,2023-10-10T05:58:55,2023-10-10T17:53:38,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-11,93.2,80.5,85,113.5,86.2,98.1,79.2,83.1,0.011,100,4.17,rain,0,0,10.5,13.8,194.7,1009.8,50.9,2.9,280.2,24.1,10,30,2023-10-11T05:59:00,2023-10-11T17:53:01,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-12,90.5,80.2,84.8,105.4,87,96.3,78.3,81.6,0,0,0,,0,0,11.6,9.2,99.5,1011.1,50.5,3.1,289.4,24.9,10,30,2023-10-12T05:59:06,2023-10-12T17:52:24,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-13,89.7,78.8,84,105.2,78.8,93.6,77.5,81.1,0,0,0,rain,0,0,12.3,11.4,52.9,1011.9,57.8,2.5,253.6,21.8,9,30,2023-10-13T05:59:12,2023-10-13T17:51:48,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-14,87.8,78.8,82.5,105.1,78.8,91.1,77.9,86.2,0.18,100,12.5,rain,0,0,13,6.9,60.2,1011.6,76.7,2.4,226.8,19.5,8,30,2023-10-14T05:59:18,2023-10-14T17:51:13,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-15,89.7,78.1,82.8,108.1,78.1,90.9,77.5,84.4,0.282,100,4.17,rain,0,0,14.1,9.1,92.5,1010.4,73.3,2.4,250.6,21.7,9,60,2023-10-15T05:59:25,2023-10-15T17:50:38,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-16,89.6,78.8,84,108.1,78.8,94.9,78.8,84.9,0.026,100,12.5,rain,0,0,12.3,11.4,84.3,1010.3,69.3,2.6,259.6,22.5,9,60,2023-10-16T05:59:32,2023-10-16T17:50:04,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-17,90.1,78.8,83.7,105.2,78.8,91.8,76.9,80.6,0,0,0,rain,0,0,15,14.9,56.1,1011,46.7,2.8,254,21.9,9,30,2023-10-17T05:59:40,2023-10-17T17:49:30,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-18,91.4,78.8,84.4,100.5,78.8,91.6,75.3,75.2,0,0,0,,0,0,14.8,11.4,62.9,1011.7,38.8,2.8,274.9,23.6,9,10,2023-10-18T05:59:48,2023-10-18T17:48:58,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-19,91.4,78.8,84,105.2,78.8,92.7,76.6,78.8,0,0,0,rain,0,0,15,11.4,42.3,1011.7,47,2.2,269.7,23.4,9,30,2023-10-19T05:59:57,2023-10-19T17:48:26,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
alandur,2023-10-20,91.4,77.6,84.3,107.8,77.6,91.9,76,76.9,0,0,0,,0,0,15,11.4,63.1,1011.6,43.6,2.2,260.8,22.6,9,30,2023-10-20T06:00:06,2023-10-20T17:47:54,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOMM,43279099999,AUCE,43278099999,43277099999"
